date,temp,humid,wind,radia,precip,ETp,Q(l/s),ks mrk.,Q_mm_d
2003-08-17 00:00:00,17.174999999999997,83.91666666666667,2.711111111111111,224.40277777777777,0.0,1.25,111.8,0.0,0.06899657142857143
2003-08-17 12:00:00,17.829166666666666,80.05555555555556,1.1208333333333331,120.81944444444444,0.0,1.25,110.2,0.0,0.06800914285714285
2003-08-18 00:00:00,15.186111111111112,91.66666666666669,1.1583333333333334,74.65277777777777,0.1,0.63,113.75,0.0,0.0702
2003-08-18 12:00:00,17.802816901408452,88.19718309859155,1.5140845070422535,56.478873239436616,5.8,0.63,117.3,0.0,0.07239085714285715
2003-08-19 00:00:00,18.466666666666665,88.19444444444444,2.191666666666667,211.38888888888889,0.0,1.57,126.45,0.0,0.07803771428571428
2003-08-19 12:00:00,19.04225352112676,67.71830985915493,4.51830985915493,199.887323943662,0.4,1.57,135.6,0.0,0.08368457142857143
2003-08-20 00:00:00,16.421126760563382,82.50704225352112,4.054929577464788,189.2112676056338,0.7,1.355,136.35,0.0,0.08414742857142857
2003-08-20 12:00:00,18.163888888888888,68.68055555555556,4.6875,116.63888888888889,0.1,1.355,137.1,0.0,0.08461028571428572
2003-08-21 00:00:00,16.02638888888889,79.83333333333333,3.120833333333333,106.44444444444444,0.1,0.905,128.35,0.0,0.07921028571428572
2003-08-21 12:00:00,17.03472222222222,78.22222222222223,3.1722222222222225,49.72222222222222,0.0,0.905,119.6,0.0,0.07381028571428572
2003-08-22 00:00:00,16.134722222222223,90.375,2.915277777777778,53.65277777777778,5.8,1.16,126.8,0.0,0.07825371428571429
2003-08-22 12:00:00,18.44305555555556,67.94444444444444,6.675000000000001,162.08333333333334,0.1,1.16,134.0,0.0,0.08269714285714286
2003-08-23 00:00:00,16.852777777777778,76.98611111111111,6.923611111111111,172.77777777777777,1.6,1.375,144.65,0.0,0.08926971428571429
2003-08-23 12:00:00,16.862499999999997,76.41666666666667,6.184722222222223,125.76388888888889,2.6,1.375,155.3,0.0,0.09584228571428573
2003-08-24 00:00:00,18.132394366197182,80.19718309859155,3.9338028169014088,262.7042253521127,0.0,1.615,151.60000000000002,0.0,0.09355885714285715
2003-08-24 12:00:00,18.529166666666665,76.70833333333333,3.265277777777777,197.75,0.0,1.615,147.9,0.0,0.09127542857142858
2003-08-25 00:00:00,16.970833333333335,75.95833333333333,2.790277777777778,241.72222222222223,0.0,1.395,137.15,0.0,0.08464114285714286
2003-08-25 12:00:00,15.816666666666666,71.68055555555556,2.613888888888889,160.73611111111111,0.0,1.395,126.4,0.0,0.07800685714285714
2003-08-26 00:00:00,14.948611111111113,76.55555555555556,1.5819444444444446,242.81944444444449,0.0,1.465,121.0,0.0,0.07467428571428572
2003-08-26 12:00:00,17.48888888888889,63.02777777777778,4.922222222222222,160.02777777777777,0.1,1.465,115.6,0.0,0.07134171428571429
2003-08-27 00:00:00,12.773611111111112,74.72222222222223,5.355555555555556,179.36111111111111,2.8,1.165,118.4,0.0,0.07306971428571428
2003-08-27 12:00:00,11.726388888888888,70.66666666666667,4.123611111111111,150.61111111111111,0.0,1.165,121.2,0.0,0.07479771428571429
2003-08-28 00:00:00,11.87361111111111,78.84722222222223,2.1694444444444443,223.887323943662,0.0,1.165,120.9,0.0,0.07461257142857143
2003-08-28 12:00:00,15.125,66.86111111111111,1.5138888888888888,148.31944444444446,0.4,1.165,120.6,0.0,0.07442742857142857
2003-08-29 00:00:00,13.709722222222222,84.58333333333333,1.7875,83.18055555555556,0.2,0.56,124.05,0.0,0.07655657142857143
2003-08-29 12:00:00,12.355555555555556,91.01388888888889,3.293055555555556,26.15277777777778,9.4,0.56,127.5,0.0,0.07868571428571429
2003-08-30 00:00:00,12.644444444444444,89.69444444444444,1.6402777777777775,107.77777777777776,0.0,0.58,158.2,0.0,0.09763199999999998
2003-08-30 12:00:00,12.993055555555555,87.04166666666667,2.673611111111111,33.65277777777778,3.4,0.58,188.9,0.0,0.11657828571428572
2003-08-31 00:00:00,12.206944444444444,88.70833333333333,2.4847222222222225,152.65277777777777,2.9000000000000004,0.86,213.0,0.0,0.13145142857142858
2003-08-31 12:00:00,11.9125,81.45833333333333,2.0194444444444444,134.72222222222223,2.9000000000000004,0.86,237.1,0.0,0.14632457142857141
2003-09-01 00:00:00,11.106944444444444,86.75,1.8069444444444445,199.5,0.0,0.68,234.1,0.0,0.14447314285714286
2003-09-01 12:00:00,9.255555555555556,88.86111111111111,1.5,30.944444444444443,2.7,0.68,231.1,0.0,0.1426217142857143
2003-09-02 00:00:00,8.733333333333333,75.01388888888889,1.4472222222222222,254.9305555555556,0.0,1.05,229.8,0.0,0.14181942857142857
2003-09-02 12:00:00,12.459722222222222,68.01388888888889,1.3250000000000002,160.26388888888889,0.0,1.05,228.5,0.0,0.14101714285714287
2003-09-03 00:00:00,13.490277777777775,88.18055555555556,2.961111111111111,95.86111111111111,0.3,0.765,201.8,0.0,0.12453942857142856
2003-09-03 12:00:00,15.591666666666663,77.51388888888889,4.643055555555556,73.65277777777777,0.0,0.765,175.1,0.0,0.10806171428571429
2003-09-04 00:00:00,15.594444444444443,83.43055555555556,3.876388888888889,184.5555555555556,0.0,1.105,160.14999999999998,0.0,0.09883542857142856
2003-09-04 12:00:00,14.858333333333333,79.34722222222223,2.3763888888888887,171.86111111111111,0.0,1.105,145.2,0.0,0.08960914285714285
2003-09-05 00:00:00,13.566666666666666,87.80555555555556,0.7513888888888889,207.3333333333333,0.0,0.98,140.05,0.0,0.08643085714285716
2003-09-05 12:00:00,15.575,76.70833333333333,0.7749999999999999,131.93055555555554,0.0,0.98,134.9,0.0,0.08325257142857143
2003-09-06 00:00:00,14.256944444444445,88.48611111111111,2.1791666666666667,205.1805555555556,0.0,1.16,132.2,0.0,0.0815862857142857
2003-09-06 12:00:00,16.991666666666667,68.23611111111111,4.009722222222222,149.01388888888889,0.0,1.16,129.5,0.0,0.07992
2003-09-07 00:00:00,16.268055555555556,75.375,3.7583333333333337,134.83333333333334,0.0,1.005,126.7,0.0,0.078192
2003-09-07 12:00:00,16.040277777777778,77.69444444444444,1.947222222222222,102.16666666666669,0.0,1.005,123.9,0.0,0.076464
2003-09-08 00:00:00,16.259722222222223,76.84722222222223,3.5597222222222222,202.0,0.0,1.42,124.15,0.0,0.07661828571428571
2003-09-08 12:00:00,17.420833333333334,66.25,6.165277777777778,120.875,0.0,1.42,124.4,0.0,0.07677257142857143
2003-09-09 00:00:00,16.700000000000003,69.86111111111111,6.115277777777778,176.0,0.1,1.47,124.9,0.0,0.07708114285714286
2003-09-09 12:00:00,17.38611111111111,66.26388888888889,3.6027777777777774,114.13888888888889,0.1,1.47,125.4,0.0,0.07738971428571428
2003-09-10 00:00:00,14.259722222222225,94.80555555555556,1.411111111111111,25.02777777777778,8.5,0.325,174.35000000000002,0.0,0.10759885714285716
2003-09-10 12:00:00,12.51388888888889,95.01388888888889,2.2916666666666665,17.38888888888889,19.0,0.325,223.3,0.0,0.137808
2003-09-11 00:00:00,12.537096774193548,87.30645161290323,1.9241935483870969,155.8032786885246,0.0,1.03,541.75,0.0,0.33433714285714283
2003-09-11 12:00:00,16.541666666666668,73.25,2.0500000000000003,203.365925058548,0.0,1.03,860.2,0.0,0.5308662857142857
2003-09-12 00:00:00,15.916666666666666,82.33333333333333,1.3416666666666668,250.92857142857144,0.0,0.74,740.0,0.0,0.4566857142857143
2003-09-12 12:00:00,15.4,84.58333333333333,1.4874999999999998,83.70833333333333,0.4,0.74,619.8,0.0,0.3825051428571428
2003-09-13 00:00:00,14.583333333333334,88.45833333333333,2.401388888888889,153.15277777777777,0.2,0.77,510.5,0.0,0.3150514285714286
2003-09-13 12:00:00,13.868055555555555,84.83333333333333,1.4958333333333331,114.02777777777776,0.0,0.77,401.2,0.0,0.24759771428571428
2003-09-14 00:00:00,12.425,89.22222222222223,1.3250000000000002,197.84722222222223,0.0,0.905,358.85,0.0,0.22146171428571432
2003-09-14 12:00:00,15.177777777777775,74.73611111111111,2.0694444444444446,134.76388888888889,0.0,0.905,316.5,0.0,0.1953257142857143
2003-09-15 00:00:00,13.801388888888887,82.69444444444444,2.658333333333333,173.08333333333334,0.0,0.965,295.05,0.0,0.182088
2003-09-15 12:00:00,16.609722222222224,71.05555555555556,2.530555555555555,110.86111111111111,0.0,0.965,273.6,0.0,0.16885028571428573
2003-09-16 00:00:00,14.293055555555554,89.48611111111111,3.0250000000000004,83.54166666666667,0.0,0.775,254.55,0.0,0.15709371428571428
2003-09-16 12:00:00,15.677777777777775,79.20833333333333,2.770833333333333,133.52777777777777,0.0,0.775,235.5,0.0,0.14533714285714286
2003-09-17 00:00:00,15.241666666666667,81.84722222222223,3.279166666666667,185.51388888888889,0.0,0.95,224.55,0.0,0.13857942857142858
2003-09-17 12:00:00,16.258333333333333,79.20833333333333,1.9944444444444445,122.70833333333331,0.0,0.95,213.6,0.0,0.1318217142857143
2003-09-18 00:00:00,16.322222222222223,80.875,1.9847222222222225,167.20833333333334,0.0,1.095,208.75,0.0,0.12882857142857143
2003-09-18 12:00:00,19.42638888888889,62.36111111111112,2.947222222222222,112.73611111111111,0.0,1.095,203.9,0.0,0.12583542857142857
2003-09-19 00:00:00,16.019444444444446,81.84722222222223,3.0819444444444444,105.47222222222224,0.0,0.89,198.2,0.0,0.12231771428571428
2003-09-19 12:00:00,18.069444444444443,76.83333333333333,5.380555555555556,57.458333333333336,0.0,0.89,192.5,0.0,0.1188
2003-09-20 00:00:00,15.66527777777778,87.52777777777777,1.6416666666666666,183.04166666666663,0.0,0.845,186.6,0.0,0.11515885714285715
2003-09-20 12:00:00,17.183333333333334,80.59722222222223,2.6444444444444444,102.47222222222224,0.0,0.845,180.7,0.0,0.11151771428571428
2003-09-21 00:00:00,15.518055555555556,88.88888888888889,3.075,78.68055555555556,2.0,0.55,177.05,0.0,0.10926514285714287
2003-09-21 12:00:00,13.18888888888889,85.94444444444444,4.775,22.569444444444443,2.2,0.55,173.4,0.0,0.10701257142857143
2003-09-22 00:00:00,15.488888888888887,82.36111111111111,3.113888888888889,165.15277777777777,0.0,1.09,179.3,0.0,0.1106537142857143
2003-09-22 12:00:00,20.466666666666665,63.68055555555556,3.875,105.01388888888889,0.0,1.09,185.2,0.0,0.11429485714285713
2003-09-23 00:00:00,13.211267605633802,76.09859154929578,6.446478873239436,172.9142857142857,3.4,1.275,187.15,0.0,0.11549828571428572
2003-09-23 12:00:00,12.0125,65.40277777777777,6.652777777777778,112.13888888888889,3.4,1.275,189.1,0.0,0.11670171428571428
2003-09-24 00:00:00,11.17361111111111,69.65277777777777,4.766666666666667,173.5,0.0,0.87,187.5,0.0,0.11571428571428571
2003-09-24 12:00:00,9.905555555555557,70.73611111111111,2.5458333333333334,101.36111111111111,0.0,0.87,185.9,0.0,0.11472685714285714
2003-09-25 00:00:00,12.231944444444444,79.45833333333333,3.493055555555556,71.58333333333333,0.0,0.65,169.9,0.0,0.10485257142857143
2003-09-25 12:00:00,13.223611111111111,76.29166666666667,2.584722222222222,43.34722222222222,0.0,0.65,153.9,0.0,0.09497828571428571
2003-09-26 00:00:00,13.25138888888889,72.95833333333333,3.4208333333333334,172.69444444444446,0.0,0.905,148.95,0.0,0.09192342857142856
2003-09-26 12:00:00,14.41111111111111,70.04166666666667,2.9847222222222225,103.48611111111111,0.0,0.905,144.0,0.0,0.08886857142857142
2003-09-27 00:00:00,11.766666666666667,78.19444444444444,4.940277777777777,145.94444444444446,0.4,0.67,143.5,0.0,0.08856
2003-09-27 12:00:00,10.008333333333333,77.40277777777777,2.959722222222222,47.375,0.0,0.67,143.0,0.0,0.08825142857142858
2003-09-28 00:00:00,7.8069444444444445,86.36111111111111,1.6333333333333333,96.83333333333331,0.4,0.375,140.4,0.0,0.08664685714285714
2003-09-28 12:00:00,7.513888888888889,88.47222222222223,0.4638888888888888,46.18055555555556,0.5,0.375,137.8,0.0,0.08504228571428572
2003-09-29 00:00:00,6.351388888888889,90.65277777777776,1.6458333333333333,62.31944444444444,0.0,0.35,138.45,0.0,0.08544342857142856
2003-09-29 12:00:00,9.105555555555556,80.83333333333333,1.6347222222222222,25.985915492957748,0.2,0.35,139.1,0.0,0.08584457142857142
2003-09-30 00:00:00,9.079166666666667,75.31944444444444,1.7125,172.47222222222223,0.0,0.535,136.89999999999998,0.0,0.08448685714285713
2003-09-30 12:00:00,8.336111111111112,74.41666666666667,0.7930555555555556,104.625,0.1,0.535,134.7,0.0,0.08312914285714285
2003-10-01 00:00:00,7.2555555555555555,89.73611111111111,0.9125,127.54166666666669,0.0,0.41,131.8,0.0,0.08133942857142859
2003-10-01 12:00:00,11.348611111111111,82.05555555555556,1.2291666666666667,70.43055555555556,0.0,0.41,128.9,0.0,0.07954971428571428
2003-10-02 00:00:00,8.556944444444445,94.51388888888889,1.1263888888888889,76.18055555555556,0.1,0.37,132.75,0.0,0.08192571428571428
2003-10-02 12:00:00,10.108333333333333,86.36111111111111,2.4097222222222223,76.97222222222223,0.0,0.37,136.6,0.0,0.08430171428571429
2003-10-03 00:00:00,8.211111111111112,90.77777777777776,1.1833333333333331,122.51388888888889,0.0,0.395,134.05,0.0,0.08272800000000001
2003-10-03 12:00:00,12.24861111111111,83.34722222222223,1.6916666666666669,36.31944444444444,0.3999999999999999,0.395,131.5,0.0,0.08115428571428572
2003-10-04 00:00:00,11.24861111111111,90.22222222222224,2.2,67.29166666666667,0.1,0.425,135.3,0.0,0.08349942857142859
2003-10-04 12:00:00,8.819444444444445,80.69444444444444,2.6847222222222222,75.88888888888889,0.1,0.425,139.1,0.0,0.08584457142857142
2003-10-05 00:00:00,7.461111111111112,85.70833333333333,2.7319444444444443,156.72222222222223,0.0,0.47,134.8,0.0,0.08319085714285715
2003-10-05 12:00:00,7.490277777777777,78.29166666666667,2.486111111111111,88.48611111111111,0.0,0.47,130.5,0.0,0.08053714285714286
2003-10-06 00:00:00,7.036111111111111,85.51388888888889,2.716666666666667,133.59722222222223,0.0,0.45,127.25,0.0,0.07853142857142857
2003-10-06 12:00:00,9.141666666666667,81.69444444444444,3.716666666666667,49.625,0.5,0.45,124.0,0.0,0.07652571428571428
2003-10-07 00:00:00,8.108333333333333,88.65277777777777,1.8694444444444445,65.88732394366197,0.0,0.285,132.55,0.0,0.08180228571428573
2003-10-07 12:00:00,5.961111111111111,92.66666666666669,1.397222222222222,19.15277777777778,4.6,0.285,141.1,0.0,0.08707885714285714
2003-10-08 00:00:00,7.722222222222222,92.95833333333331,2.031944444444445,76.59722222222223,0.3,0.29,158.25,0.0,0.09766285714285715
2003-10-08 12:00:00,8.918055555555556,90.75,3.363888888888889,23.98611111111111,5.5,0.29,175.4,0.0,0.10824685714285714
2003-10-09 00:00:00,9.905555555555557,80.45833333333333,4.684722222222223,144.98611111111111,0.0,0.54,177.65,0.0,0.10963542857142858
2003-10-09 12:00:00,8.759722222222223,77.48611111111111,2.970833333333333,61.80555555555556,0.0,0.54,179.9,0.0,0.111024
2003-10-10 00:00:00,12.170833333333333,90.95833333333331,4.330555555555556,97.15277777777776,4.0,0.575,164.85000000000002,0.0,0.10173600000000001
2003-10-10 12:00:00,11.9875,76.81944444444444,8.190277777777778,53.19444444444444,0.4,0.575,149.8,0.0,0.09244800000000002
2003-10-11 00:00:00,10.906944444444443,74.36111111111111,8.475000000000001,89.48611111111111,0.0,0.735,156.25,0.0,0.09642857142857143
2003-10-11 12:00:00,10.272222222222222,79.68055555555556,5.573611111111111,49.30555555555556,3.5000000000000004,0.735,162.7,0.0,0.10040914285714285
2003-10-12 00:00:00,9.227777777777778,80.95833333333333,3.436111111111112,131.26388888888889,0.0,0.445,185.8,0.0,0.11466514285714287
2003-10-12 12:00:00,8.640277777777778,76.65277777777777,2.761111111111111,80.125,0.0,0.445,208.9,0.0,0.12892114285714285
2003-10-13 00:00:00,6.059722222222223,80.33333333333333,2.113888888888889,138.70833333333334,0.1,0.38,201.65,0.0,0.12444685714285714
2003-10-13 12:00:00,6.386111111111111,68.86111111111111,2.4125,79.52777777777777,0.0,0.38,194.4,0.0,0.11997257142857143
2003-10-14 00:00:00,5.390277777777778,75.31944444444444,2.2847222222222223,136.30555555555554,0.0,0.32,177.9,0.0,0.10978971428571428
2003-10-14 12:00:00,5.373611111111111,80.19444444444444,1.808333333333333,77.05555555555556,0.0,0.32,161.4,0.0,0.09960685714285715
2003-10-15 00:00:00,3.563888888888889,82.69444444444444,1.448611111111111,130.22222222222223,0.0,0.265,159.15,0.0,0.09821828571428572
2003-10-15 12:00:00,5.144444444444444,76.31944444444444,1.8125,73.25,0.0,0.265,156.9,0.0,0.09682971428571428
2003-10-16 00:00:00,2.763888888888889,85.69444444444444,0.7774647887323944,128.56944444444446,0.0,0.18,154.4,0.0,0.09528685714285715
2003-10-16 12:00:00,3.693055555555555,79.97222222222223,0.7138888888888889,71.80555555555556,0.1,0.18,151.9,0.0,0.093744
2003-10-17 00:00:00,1.102777777777778,92.80555555555556,0.8041666666666667,77.26388888888889,0.0,0.22,151.75,0.0,0.09365142857142857
2003-10-17 12:00:00,7.122222222222222,79.51388888888889,1.7972222222222225,29.97222222222222,0.0,0.22,151.6,0.0,0.09355885714285714
2003-10-18 00:00:00,6.502777777777777,79.93055555555556,2.2416666666666667,24.041666666666668,0.0,0.335,153.3,0.0,0.09460800000000001
2003-10-18 12:00:00,7.190277777777778,84.70833333333333,1.4472222222222222,10.708333333333334,0.0,0.335,155.0,0.0,0.09565714285714286
2003-10-19 00:00:00,4.506944444444445,93.75,1.834722222222222,12.11111111111111,0.0,0.23,157.2,0.0,0.09701485714285712
2003-10-19 12:00:00,4.0569444444444445,90.79166666666669,4.338888888888889,11.180555555555555,13.0,0.23,159.4,0.0,0.09837257142857143
2003-10-20 00:00:00,3.1305555555555555,86.13888888888889,4.493055555555555,87.18055555555556,6.1,0.295,244.55,0.0,0.1509222857142857
2003-10-20 12:00:00,3.4208333333333334,75.06944444444444,2.488888888888889,58.138888888888886,0.0,0.295,329.7,0.0,0.203472
2003-10-21 00:00:00,2.711111111111111,83.125,4.698611111111111,23.93055555555556,0.4,0.485,321.95,0.0,0.19868914285714287
2003-10-21 12:00:00,4.286111111111111,68.45833333333333,6.197222222222222,23.68055555555556,0.0,0.485,314.2,0.0,0.19390628571428573
2003-10-22 00:00:00,1.7013888888888888,77.13888888888889,4.355555555555556,117.15277777777776,0.0,0.315,285.75,0.0,0.17634857142857144
2003-10-22 12:00:00,1.2625000000000002,65.125,1.961111111111111,62.94444444444444,0.0,0.315,257.3,0.0,0.15879085714285715
2003-10-23 00:00:00,-1.7583333333333333,75.375,2.051388888888889,114.20833333333331,0.0,0.165,243.35,0.0,0.15018171428571428
2003-10-23 12:00:00,-2.4875,73.22222222222223,1.6972222222222222,61.79166666666666,0.0,0.165,229.4,0.0,0.14157257142857144
2003-10-24 00:00:00,-2.8,85.56944444444444,1.0347222222222223,63.55555555555556,0.1,0.23,212.25,0.0,0.13098857142857143
2003-10-24 12:00:00,2.3597222222222225,72.48611111111111,4.188888888888889,41.79166666666666,0.0,0.23,195.1,0.0,0.12040457142857143
2003-10-25 00:00:00,5.591666666666667,87.125,4.887499999999999,53.888888888888886,0.8999999999999999,0.37,186.35,0.0,0.11500457142857143
2003-10-25 12:00:00,4.586111111111111,68.11111111111111,2.0569444444444445,24.319444444444443,0.0,0.37,177.6,0.0,0.10960457142857143
2003-10-26 00:00:00,0.5458333333333333,64.13888888888889,2.015277777777777,107.77777777777776,0.0,0.185,176.35,0.0,0.10883314285714285
2003-10-26 12:00:00,-1.1902777777777778,74.72222222222223,1.6083333333333334,56.18055555555556,0.0,0.185,175.1,0.0,0.10806171428571429
2003-10-27 00:00:00,-1.5902777777777777,83.94444444444444,2.240277777777778,47.32394366197183,0.0,0.3,173.7,0.0,0.10719771428571427
2003-10-27 12:00:00,6.145833333333333,78.15277777777777,5.255555555555556,17.36111111111111,0.0,0.3,172.3,0.0,0.1063337142857143
2003-10-28 00:00:00,8.041666666666666,89.29166666666667,5.488888888888889,23.43055555555556,0.3,0.37,171.7,0.0,0.10596342857142856
2003-10-28 12:00:00,6.856944444444444,79.11111111111111,3.925,20.59722222222222,0.0,0.37,171.1,0.0,0.10559314285714286
2003-10-29 00:00:00,4.177777777777778,87.5,2.1888888888888887,84.59722222222223,0.0,0.11,170.35,0.0,0.10513028571428572
2003-10-29 12:00:00,3.077777777777777,88.84722222222223,1.3180555555555555,27.93055555555556,0.0,0.11,169.6,0.0,0.10466742857142858
2003-10-30 00:00:00,2.9194444444444443,96.90277777777776,1.3097222222222222,16.09722222222222,1.5,0.16,172.45,0.0,0.1064262857142857
2003-10-30 12:00:00,5.834722222222222,96.97222222222224,1.993055555555556,4.805555555555555,5.6,0.16,175.3,0.0,0.10818514285714287
2003-10-31 00:00:00,5.8902777777777775,96.91666666666669,0.9236111111111112,45.958333333333336,0.4,0.17,213.1,0.0,0.13151314285714286
2003-10-31 12:00:00,7.455555555555555,87.56944444444444,3.625,14.958333333333334,0.0,0.17,250.9,0.0,0.15484114285714284
2003-11-01 00:00:00,7.591666666666667,88.93055555555556,5.341666666666667,9.180555555555555,0.5,0.315,225.45,0.0,0.13913485714285714
2003-11-01 12:00:00,8.7,90.18055555555556,3.588888888888889,6.472222222222222,0.1,0.315,200.0,0.0,0.12342857142857143
2003-11-02 00:00:00,8.850000000000001,89.01388888888889,2.879166666666667,41.875,0.0,0.27,193.35,0.0,0.11932457142857143
2003-11-02 12:00:00,8.524999999999999,85.11111111111111,3.4347222222222222,12.88888888888889,0.5,0.27,186.7,0.0,0.11522057142857142
2003-11-03 00:00:00,9.206944444444444,90.93055555555556,3.586111111111111,21.625,1.5,0.255,203.85,0.0,0.12580457142857143
2003-11-03 12:00:00,9.144444444444444,92.06944444444444,2.709722222222222,7.361111111111111,3.6,0.255,221.0,0.0,0.13638857142857144
2003-11-04 00:00:00,9.37638888888889,91.56944444444444,4.699999999999999,47.513888888888886,0.2,0.2,259.15,0.0,0.1599325714285714
2003-11-04 12:00:00,7.3694444444444445,84.55555555555556,3.386111111111111,38.02777777777778,0.0,0.2,297.3,0.0,0.18347657142857143
2003-11-05 00:00:00,5.476388888888889,94.83333333333331,1.4819444444444445,31.83333333333333,0.0,0.14,269.75,0.0,0.1664742857142857
2003-11-05 12:00:00,7.591666666666667,92.09722222222224,2.095833333333333,18.48611111111111,0.0,0.14,242.2,0.0,0.149472
2003-11-06 00:00:00,7.033333333333333,95.95833333333331,2.716666666666667,26.73611111111111,0.0,0.18,229.75,0.0,0.14178857142857143
2003-11-06 12:00:00,6.336111111111111,89.76388888888889,3.147222222222222,10.208333333333334,0.0,0.18,217.3,0.0,0.13410514285714287
2003-11-07 00:00:00,5.359722222222222,93.05555555555556,1.843055555555556,26.43055555555556,0.0,0.145,208.9,0.0,0.12892114285714285
2003-11-07 12:00:00,4.577777777777778,91.30555555555556,2.8694444444444445,18.95833333333333,0.0,0.145,200.5,0.0,0.12373714285714285
2003-11-08 00:00:00,6.259722222222222,87.66666666666667,5.1819444444444445,11.625,0.0,0.33,195.2,0.0,0.12046628571428572
2003-11-08 12:00:00,5.770833333333333,87.04166666666667,6.147222222222222,5.930555555555555,0.0,0.33,189.9,0.0,0.11719542857142858
2003-11-09 00:00:00,6.690277777777777,82.58333333333333,7.140277777777778,28.5,0.0,0.39,188.05,0.0,0.1160537142857143
2003-11-09 12:00:00,5.526388888888889,83.98611111111111,5.022222222222222,9.34722222222222,0.0,0.39,186.2,0.0,0.11491199999999999
2003-11-10 00:00:00,4.5625,87.5,4.981944444444444,6.513888888888889,0.0,0.37,178.7,0.0,0.11028342857142856
2003-11-10 12:00:00,5.338888888888889,81.375,4.694444444444445,3.138888888888889,0.0,0.37,171.2,0.0,0.10565485714285713
2003-11-11 00:00:00,5.975,77.91666666666667,4.520833333333333,64.66666666666667,0.0,0.26,167.7,0.0,0.10349485714285712
2003-11-11 12:00:00,5.708333333333333,78.90277777777777,3.693055555555555,31.041666666666668,0.0,0.26,164.2,0.0,0.10133485714285713
2003-11-12 00:00:00,5.440845070422536,80.63380281690141,3.9859154929577465,62.985915492957744,0.0,0.195,163.95,0.0,0.10118057142857141
2003-11-12 12:00:00,5.25,82.47222222222223,3.759722222222222,31.77777777777778,0.0,0.195,163.7,0.0,0.10102628571428571
2003-11-13 00:00:00,4.633333333333334,80.72222222222223,3.768055555555556,50.36111111111112,0.0,0.165,162.05,0.0,0.10000800000000001
2003-11-13 12:00:00,3.898611111111111,83.11111111111111,2.2750000000000004,25.15277777777778,0.0,0.165,160.4,0.0,0.09898971428571429
2003-11-14 00:00:00,4.288888888888889,96.41666666666669,2.0,12.86111111111111,0.0,0.205,158.05,0.0,0.09753942857142858
2003-11-14 12:00:00,4.484722222222222,86.91666666666667,4.298611111111111,3.361111111111111,0.0,0.205,155.7,0.0,0.09608914285714285
2003-11-15 00:00:00,4.9375,90.47222222222224,3.859722222222222,8.972222222222221,0.0,0.245,156.3,0.0,0.09645942857142858
2003-11-15 12:00:00,7.320833333333334,91.72222222222224,3.477777777777778,3.0,0.5,0.245,156.9,0.0,0.09682971428571428
2003-11-16 00:00:00,8.0,92.11111111111111,3.2694444444444444,21.916666666666668,0.6000000000000001,0.185,159.8,0.0,0.09861942857142858
2003-11-16 12:00:00,7.108333333333333,91.95833333333331,3.165277777777778,6.958333333333333,0.5,0.185,162.7,0.0,0.10040914285714285
2003-11-17 00:00:00,6.666666666666667,93.76388888888889,3.406944444444445,36.375,0.6000000000000001,0.105,169.7,0.0,0.10472914285714284
2003-11-17 12:00:00,5.352777777777778,90.68055555555556,4.156944444444445,15.72222222222222,0.0,0.105,176.7,0.0,0.10904914285714284
2003-11-18 00:00:00,5.236111111111111,97.18055555555556,1.165277777777778,10.569444444444445,0.3,0.155,174.14999999999998,0.0,0.10747542857142856
2003-11-18 12:00:00,10.133333333333333,96.77777777777776,5.3125,2.625,4.9,0.155,171.6,0.0,0.10590171428571428
2003-11-19 00:00:00,9.85,91.23611111111111,5.573611111111111,6.472222222222222,2.0,0.27,215.9,0.0,0.13324114285714286
2003-11-19 12:00:00,7.790277777777778,94.5,4.840277777777778,1.4861111111111112,11.0,0.27,260.2,0.0,0.16058057142857143
2003-11-20 00:00:00,7.138888888888889,94.04166666666669,2.988888888888889,18.61111111111111,0.0,0.14,354.54999999999995,0.0,0.21880799999999997
2003-11-20 12:00:00,8.547222222222222,96.41666666666669,2.515277777777777,7.591549295774648,6.4,0.14,448.9,0.0,0.2770354285714286
2003-11-21 00:00:00,9.066197183098591,96.69014084507042,3.259154929577465,6.271428571428571,0.3999999999999999,0.19,492.25,0.0,0.3037885714285714
2003-11-21 12:00:00,8.747887323943662,96.90140845070422,3.5661971830985912,1.7887323943661972,1.1,0.19,535.6,0.0,0.33054171428571427
2003-11-22 00:00:00,8.166666666666666,97.47222222222224,1.6819444444444445,9.125,0.7,0.15,527.9000000000001,0.0,0.32578971428571435
2003-11-22 12:00:00,8.179166666666667,97.97222222222224,2.094444444444445,3.5416666666666665,7.8,0.15,520.2,0.0,0.3210377142857143
2003-11-23 00:00:00,9.779166666666669,93.13888888888889,3.3152777777777778,8.338028169014084,0.1,0.27,612.0,0.0,0.37769142857142857
2003-11-23 12:00:00,7.076388888888889,86.13888888888889,3.490277777777778,4.402777777777778,0.2,0.27,703.8,0.0,0.4343451428571428
2003-11-24 00:00:00,3.7375,89.34722222222223,1.7450704225352114,20.86111111111111,1.7,0.11,660.5,0.0,0.4076228571428571
2003-11-24 12:00:00,2.6166666666666667,87.76388888888889,2.8666666666666667,17.34722222222222,0.0,0.11,617.2,0.0,0.3809005714285715
2003-11-25 00:00:00,5.738888888888889,96.31944444444444,3.6805555555555554,5.875,1.7,0.18,598.2,0.0,0.3691748571428572
